"Statistical Period","Global Irradiation (kWh/㎡)","Average Temperature(°C)","Theoretical Yield (kWh)","PV Yield (kWh)","Inverter Yield (kWh)","Export (kWh)","Import (kWh)","Loss Due to Export Limitation (kWh)","Loss Due to Export Limitation(Rp)","Charge (kWh)","Discharge (kWh)","Revenue (Rp)"
"2024-07-30 17:00:00","","","",0,0.37,0,0.01,"","",0,0.4,333
"2024-07-30 18:00:00","","","",0,0.39,0,0.02,"","",0,0.47,351
"2024-07-30 19:00:00","","","",0,0.38,0,0.02,"","",0,0.44,342
"2024-07-30 20:00:00","","","",0,0.36,0,0.03,"","",0,0.41,324
"2024-07-30 21:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-07-30 22:00:00","","","",0,0.34,0,0.02,"","",0,0.38,306
"2024-07-30 23:00:00","","","",0,0.09,0,0.27,"","",0,0.13,72
"2024-07-31 00:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-07-31 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-07-31 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-07-31 03:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-07-31 04:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-07-31 05:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-07-31 06:00:00","","","",0.01,0.03,0,0.28,"","",0,0.02,27
"2024-07-31 07:00:00","","","",0.14,0.15,0,0.19,"","",0,0.01,135
"2024-07-31 08:00:00","","","",0.59,0.34,0,0.04,"","",0.25,0,306
"2024-07-31 09:00:00","","","",0.9,0.32,0,0.01,"","",0.58,0,288
"2024-07-31 10:00:00","","","",0.9,0.35,0,0.02,"","",0.57,0.02,315
"2024-07-31 11:00:00","","","",1.46,0.35,0,0.02,"","",1.11,0,315
"2024-07-31 12:00:00","","","",0.97,0.35,0,0.03,"","",0.63,0.01,315
"2024-07-31 13:00:00","","","",0.8,0.35,0,0.01,"","",0.45,0,315
"2024-07-31 14:00:00","","","",0.3,0.37,0,0.02,"","",0.02,0.09,333
"2024-07-31 15:00:00","","","",0.19,0.38,0,0.01,"","",0,0.19,342
"2024-07-31 16:00:00","","","",0.04,0.35,0,0.02,"","",0,0.31,315
"2024-07-31 17:00:00","","","",0,0.37,0,0.02,"","",0,0.41,333
"2024-07-31 18:00:00","","","",0,0.39,0,0.03,"","",0,0.45,351
"2024-07-31 19:00:00","","","",0,0.39,0,0.02,"","",0,0.46,351
"2024-07-31 20:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-07-31 21:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-07-31 22:00:00","","","",0,0.34,0,0.01,"","",0,0.39,306
"2024-07-31 23:00:00","","","",0,0.3,0,0.06,"","",0,0.34,261
"2024-08-01 00:00:00","","","",0,0,0,0.41,"","",0,0,-9
"2024-08-01 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-01 02:00:00","","","",0,0,0,0.34,"","",0,0,-9
"2024-08-01 03:00:00","","","",0,0,0,0.34,"","",0,0,-18
"2024-08-01 04:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-08-01 05:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-08-01 06:00:00","","","",0,0.01,0,0.32,"","",0,0.01,9
"2024-08-01 07:00:00","","","",0.15,0.16,0,0.18,"","",0,0.01,144
"2024-08-01 08:00:00","","","",0.34,0.34,0,0.02,"","",0.01,0.01,306
"2024-08-01 09:00:00","","","",0.49,0.36,0,0.02,"","",0.13,0,324
"2024-08-01 10:00:00","","","",0.69,0.42,0,0.03,"","",0.27,0,378
"2024-08-01 11:00:00","","","",0.8,0.43,0,0.02,"","",0.37,0,387
"2024-08-01 12:00:00","","","",1.28,0.45,0,0.02,"","",0.84,0.01,405
"2024-08-01 13:00:00","","","",0.8,0.42,0,0.01,"","",0.4,0.02,378
"2024-08-01 14:00:00","","","",0.6,0.43,0,0.02,"","",0.22,0.05,387
"2024-08-01 15:00:00","","","",0.18,0.37,0,0.02,"","",0,0.19,333
"2024-08-01 16:00:00","","","",0,0.31,0,0.03,"","",0,0.31,279
"2024-08-01 17:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
"2024-08-01 18:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-08-01 19:00:00","","","",0,0.35,0,0.02,"","",0,0.42,315
"2024-08-01 20:00:00","","","",0,0.28,0,0.11,"","",0,0.34,252
"2024-08-01 21:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-01 22:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-01 23:00:00","","","",0,0,0,0.38,"","",0,0,-9
"2024-08-02 00:00:00","","","",0,0,0,0.42,"","",0,0,-18
"2024-08-02 01:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-02 02:00:00","","","",0,0.01,0,0.39,"","",0,0,0
"2024-08-02 03:00:00","","","",0,0,0,0.4,"","",0,0,-9
"2024-08-02 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-02 05:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-02 06:00:00","","","",0,0.02,0,0.27,"","",0,0.02,18
"2024-08-02 07:00:00","","","",0.15,0.16,0,0.19,"","",0,0.01,144
"2024-08-02 08:00:00","","","",0.69,0.36,0,0.03,"","",0.33,0,324
"2024-08-02 09:00:00","","","",1.2,0.36,0,0.01,"","",0.84,0,324
"2024-08-02 10:00:00","","","",1.08,0.37,0,0.01,"","",0.72,0.01,333
"2024-08-02 11:00:00","","","",0.85,0.43,0,0.02,"","",0.42,0,387
"2024-08-02 12:00:00","","","",0.64,0.52,0,0.02,"","",0.26,0.14,468
"2024-08-02 13:00:00","","","",1.07,0.35,0,0.03,"","",0.73,0.01,315
"2024-08-02 14:00:00","","","",0.54,0.36,0,0.02,"","",0.2,0.02,324
"2024-08-02 15:00:00","","","",0.09,0.35,0,0.02,"","",0,0.26,315
"2024-08-02 16:00:00","","","",0.11,0.32,0,0.02,"","",0,0.21,288
"2024-08-02 17:00:00","","","",0,0.37,0,0.01,"","",0,0.4,333
"2024-08-02 18:00:00","","","",0,0.39,0,0.02,"","",0,0.47,351
"2024-08-02 19:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-08-02 20:00:00","","","",0,0.4,0,0.03,"","",0,0.45,360
"2024-08-02 21:00:00","","","",0,0.31,0,0.03,"","",0,0.36,279
"2024-08-02 22:00:00","","","",0,0.23,0,0.01,"","",0,0.29,207
"2024-08-02 23:00:00","","","",0,0.2,0,0.02,"","",0,0.22,180
"2024-08-03 00:00:00","","","",0,0.04,0,0.22,"","",0,0.07,27
"2024-08-03 01:00:00","","","",0,0,0,0.25,"","",0,0.01,-9
"2024-08-03 02:00:00","","","",0,0,0,0.26,"","",0,0.02,-9
"2024-08-03 03:00:00","","","",0,0,0,0.25,"","",0,0.01,-9
"2024-08-03 04:00:00","","","",0,0,0,0.24,"","",0,0.02,-9
"2024-08-03 05:00:00","","","",0,0,0,0.22,"","",0,0.01,-9
"2024-08-03 06:00:00","","","",0.05,0.06,0,0.14,"","",0,0.01,54
"2024-08-03 07:00:00","","","",0.15,0.14,0,0.04,"","",0.02,0.01,126
"2024-08-03 08:00:00","","","",0.69,0.29,0,0.03,"","",0.4,0,261
"2024-08-03 09:00:00","","","",0.88,0.3,0,0.03,"","",0.58,0,270
"2024-08-03 10:00:00","","","",1.1,0.31,0,0.02,"","",0.79,0,279
"2024-08-03 11:00:00","","","",1.04,0.35,0,0.02,"","",0.71,0.02,315
"2024-08-03 12:00:00","","","",1.26,0.35,0,0.01,"","",0.91,0,315
"2024-08-03 13:00:00","","","",0.58,0.35,0,0.02,"","",0.23,0,315
"2024-08-03 14:00:00","","","",0.32,0.33,0,0.01,"","",0,0.01,297
"2024-08-03 15:00:00","","","",0.16,0.35,0,0.02,"","",0,0.19,315
"2024-08-03 16:00:00","","","",0.02,0.35,0,0.03,"","",0,0.33,315
"2024-08-03 17:00:00","","","",0,0.37,0,0.02,"","",0,0.41,333
"2024-08-03 18:00:00","","","",0,0.36,0,0.02,"","",0,0.44,324
"2024-08-03 19:00:00","","","",0,0.35,0,0.01,"","",0,0.4,315
"2024-08-03 20:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-08-03 21:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-03 22:00:00","","","",0,0.35,0,0.03,"","",0,0.4,315
"2024-08-03 23:00:00","","","",0,0.33,0,0.02,"","",0,0.36,297
"2024-08-04 00:00:00","","","",0,0.28,0,0.11,"","",0,0.35,243
"2024-08-04 01:00:00","","","",0,0,0,0.38,"","",0,0,-9
"2024-08-04 02:00:00","","","",0,0.01,0,0.39,"","",0,0,-9
"2024-08-04 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-04 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-04 05:00:00","","","",0,0,0,0.35,"","",0,0,-9
"2024-08-04 06:00:00","","","",0.03,0.04,0,0.28,"","",0,0.01,36
"2024-08-04 07:00:00","","","",0.11,0.12,0,0.17,"","",0,0.01,108
"2024-08-04 08:00:00","","","",0.65,0.31,0,0.02,"","",0.35,0.01,279
"2024-08-04 09:00:00","","","",1.21,0.31,0,0.03,"","",0.9,0,279
"2024-08-04 10:00:00","","","",1.18,0.3,0,0.02,"","",0.88,0,270
"2024-08-04 11:00:00","","","",1.21,0.31,0,0.02,"","",0.91,0.01,279
"2024-08-04 12:00:00","","","",0.84,0.31,0,0.01,"","",0.54,0.01,279
"2024-08-04 13:00:00","","","",0.31,0.32,0,0.02,"","",0,0.01,288
"2024-08-04 14:00:00","","","",0.29,0.31,0,0.02,"","",0,0.02,279
"2024-08-04 15:00:00","","","",0.09,0.31,0,0.03,"","",0.01,0.23,279
"2024-08-04 16:00:00","","","",0.01,0.31,0,0.02,"","",0,0.29,270
"2024-08-04 17:00:00","","","",0,0.33,0,0.03,"","",0,0.39,297
"2024-08-04 18:00:00","","","",0,0.35,0,0,"","",0,0.4,315
"2024-08-04 19:00:00","","","",0,0.34,0,0.02,"","",0,0.41,306
"2024-08-04 20:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-04 21:00:00","","","",0,0.35,0,0.03,"","",0,0.4,315
"2024-08-04 22:00:00","","","",0,0.35,0,0.02,"","",0,0.42,315
"2024-08-04 23:00:00","","","",0,0.32,0,0.02,"","",0,0.34,288
"2024-08-05 00:00:00","","","",0,0.09,0,0.31,"","",0,0.13,72
"2024-08-05 01:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-08-05 02:00:00","","","",0,0,0,0.38,"","",0,0,-9
"2024-08-05 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-05 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-05 05:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-08-05 06:00:00","","","",0.02,0.03,0,0.31,"","",0,0.01,27
"2024-08-05 07:00:00","","","",0.08,0.09,0,0.25,"","",0,0.01,81
"2024-08-05 08:00:00","","","",0.8,0.36,0,0.02,"","",0.44,0,324
"2024-08-05 09:00:00","","","",1.23,0.35,0,0.02,"","",0.88,0,315
"2024-08-05 10:00:00","","","",1.47,0.35,0,0,"","",1.12,0,315
"2024-08-05 11:00:00","","","",1.45,0.35,0,0.02,"","",1.1,0,315
"2024-08-05 12:00:00","","","",0.35,0.35,0,0.02,"","",0,0,315
"2024-08-05 13:00:00","","","",0.28,0.34,0,0.03,"","",0,0.06,306
"2024-08-05 14:00:00","","","",0.3,0.35,0,0.02,"","",0.07,0.12,315
"2024-08-05 15:00:00","","","",0.13,0.36,0,0.03,"","",0.01,0.24,324
"2024-08-05 16:00:00","","","",0.04,0.31,0,0.01,"","",0,0.27,279
"2024-08-05 17:00:00","","","",0,0.36,0,0.02,"","",0,0.41,324
"2024-08-05 18:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-08-05 19:00:00","","","",0,0.35,0,0.01,"","",0,0.42,315
"2024-08-05 20:00:00","","","",0,0.32,0,0.03,"","",0,0.36,288
"2024-08-05 21:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-08-05 22:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-05 23:00:00","","","",0,0.34,0,0.01,"","",0,0.36,306
"2024-08-06 00:00:00","","","",0,0.01,0,0.38,"","",0,0.03,-9
"2024-08-06 01:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-06 02:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-06 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-06 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-06 05:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-08-06 06:00:00","","","",0.04,0.05,0,0.29,"","",0,0.01,45
"2024-08-06 07:00:00","","","",0.13,0.14,0,0.19,"","",0,0.01,126
"2024-08-06 08:00:00","","","",0.71,0.35,0,0.02,"","",0.36,0,315
"2024-08-06 09:00:00","","","",1.17,0.35,0,0.02,"","",0.82,0,315
"2024-08-06 10:00:00","","","",1.29,0.34,0,0.03,"","",0.95,0,306
"2024-08-06 11:00:00","","","",1.3,0.35,0,0.02,"","",0.95,0,315
"2024-08-06 12:00:00","","","",0.81,0.35,0,0.02,"","",0.47,0.01,315
"2024-08-06 13:00:00","","","",0.36,0.35,0,0.01,"","",0.01,0,315
"2024-08-06 14:00:00","","","",0.29,0.32,0,0.02,"","",0,0.03,288
"2024-08-06 15:00:00","","","",0.11,0.34,0,0.02,"","",0,0.23,306
"2024-08-06 16:00:00","","","",0.07,0.35,0,0.03,"","",0,0.28,315
"2024-08-06 17:00:00","","","",0,0.38,0,0.02,"","",0,0.4,342
"2024-08-06 18:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-08-06 19:00:00","","","",0,0.35,0,0.01,"","",0,0.41,315
"2024-08-06 20:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-06 21:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-08-06 22:00:00","","","",0,0.36,0,0.01,"","",0,0.42,324
"2024-08-06 23:00:00","","","",0,0.35,0,0.05,"","",0,0.37,315
"2024-08-07 00:00:00","","","",0,0,0,0.42,"","",0,0.01,-18
"2024-08-07 01:00:00","","","",0,0,0,0.43,"","",0,0,-18
"2024-08-07 02:00:00","","","",0,0,0,0.43,"","",0,0,-18
"2024-08-07 03:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-08-07 04:00:00","","","",0,0,0,0.42,"","",0,0,-18
"2024-08-07 05:00:00","","","",0,0,0,0.39,"","",0,0,-9
"2024-08-07 06:00:00","","","",0.05,0.06,0,0.28,"","",0,0.01,54
"2024-08-07 07:00:00","","","",0.18,0.18,0,0.15,"","",0.01,0.01,162
"2024-08-07 08:00:00","","","",0.51,0.37,0,0.05,"","",0.14,0,333
"2024-08-07 09:00:00","","","",0.79,0.38,0,0.02,"","",0.41,0,342
"2024-08-07 10:00:00","","","",1.18,0.44,0,0.02,"","",0.75,0,387
"2024-08-07 11:00:00","","","",1.16,0.52,0,0.01,"","",0.64,0,468
"2024-08-07 12:00:00","","","",0.94,0.45,0,0.02,"","",0.49,0,405
"2024-08-07 13:00:00","","","",1.02,0.38,0,0.02,"","",0.64,0,342
"2024-08-07 14:00:00","","","",0.56,0.38,0,0.03,"","",0.18,0,342
"2024-08-07 15:00:00","","","",0.32,0.38,0,0.02,"","",0.04,0.1,342
"2024-08-07 16:00:00","","","",0.04,0.39,0,0.02,"","",0,0.35,351
"2024-08-07 17:00:00","","","",0,0.4,0,0.01,"","",0,0.45,360
"2024-08-07 18:00:00","","","",0,0.39,0,0.02,"","",0,0.46,351
"2024-08-07 19:00:00","","","",0,0.4,0,0.02,"","",0,0.46,360
"2024-08-07 20:00:00","","","",0,0.38,0,0.03,"","",0,0.42,342
"2024-08-07 21:00:00","","","",0,0.38,0,0.02,"","",0,0.44,342
"2024-08-07 22:00:00","","","",0,0.38,0,0.02,"","",0,0.46,342
"2024-08-07 23:00:00","","","",0,0.04,0,0.34,"","",0,0.06,27
"2024-08-08 00:00:00","","","",0,0,0,0.44,"","",0,0,-18
"2024-08-08 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-08 02:00:00","","","",0,0,0,0.43,"","",0,0,-18
"2024-08-08 03:00:00","","","",0,0,0,0.42,"","",0,0,-18
"2024-08-08 04:00:00","","","",0,0,0,0.41,"","",0,0,-18
"2024-08-08 05:00:00","","","",0,0,0,0.39,"","",0,0.01,-9
"2024-08-08 06:00:00","","","",0.01,0.03,0,0.34,"","",0,0.01,18
"2024-08-08 07:00:00","","","",0.17,0.16,0,0.31,"","",0.01,0,144
"2024-08-08 08:00:00","","","",0.42,0.42,0,0.08,"","",0.01,0.01,378
"2024-08-08 09:00:00","","","",0.75,0.47,0,0.02,"","",0.29,0.01,423
"2024-08-08 10:00:00","","","",0.51,0.49,0,0.03,"","",0.06,0.04,441
"2024-08-08 11:00:00","","","",0.66,0.44,0,0.02,"","",0.24,0.02,396
"2024-08-08 12:00:00","","","",0.38,0.48,0,0.02,"","",0.08,0.18,432
"2024-08-08 13:00:00","","","",0.6,0.48,0,0.01,"","",0.15,0.03,432
"2024-08-08 14:00:00","","","",0.46,0.49,0,0.02,"","",0.08,0.11,441
"2024-08-08 15:00:00","","","",0.17,0.48,0,0.02,"","",0.01,0.32,432
"2024-08-08 16:00:00","","","",0.04,0.18,0,0.29,"","",0,0.14,162
"2024-08-08 17:00:00","","","",0,0,0,0.46,"","",0,0.01,-9
"2024-08-08 18:00:00","","","",0,0,0,0.51,"","",0,0,-18
"2024-08-08 19:00:00","","","",0,0,0,0.5,"","",0,0,-18
"2024-08-08 20:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-08-08 21:00:00","","","",0,0,0,0.39,"","",0,0.01,-18
"2024-08-08 22:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-08 23:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-09 00:00:00","","","",0,0,0,0.4,"","",0,0,-9
"2024-08-09 01:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-09 02:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-09 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-09 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-09 05:00:00","","","",0,0,0,0.33,"","",0,0,-9
"2024-08-09 06:00:00","","","",0.02,0.03,0,0.3,"","",0,0.01,27
"2024-08-09 07:00:00","","","",0.08,0.09,0,0.34,"","",0,0.01,81
"2024-08-09 08:00:00","","","",0.8,0.49,0,0.03,"","",0.32,0.01,441
"2024-08-09 09:00:00","","","",1.2,0.48,0,0.03,"","",0.72,0,432
"2024-08-09 10:00:00","","","",1.32,0.49,0,0.02,"","",0.84,0.01,441
"2024-08-09 11:00:00","","","",1.6,0.49,0,0.02,"","",1.11,0,441
"2024-08-09 12:00:00","","","",1.09,0.48,0,0.02,"","",0.61,0,432
"2024-08-09 13:00:00","","","",0.35,0.35,0,0.01,"","",0,0,315
"2024-08-09 14:00:00","","","",0.15,0.35,0,0.02,"","",0,0.2,315
"2024-08-09 15:00:00","","","",0.22,0.35,0,0.02,"","",0,0.13,315
"2024-08-09 16:00:00","","","",0.04,0.32,0,0.03,"","",0,0.27,279
"2024-08-09 17:00:00","","","",0,0.36,0,0.02,"","",0,0.41,324
"2024-08-09 18:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-08-09 19:00:00","","","",0,0.39,0,0.01,"","",0,0.43,351
"2024-08-09 20:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-08-09 21:00:00","","","",0,0.39,0,0.01,"","",0,0.45,351
"2024-08-09 22:00:00","","","",0,0.39,0,0.03,"","",0,0.47,351
"2024-08-09 23:00:00","","","",0,0.16,0,0.25,"","",0,0.19,135
"2024-08-10 00:00:00","","","",0,0,0,0.4,"","",0,0,-18
"2024-08-10 01:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-10 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-10 03:00:00","","","",0,0,0,0.39,"","",0,0,-9
"2024-08-10 04:00:00","","","",0,0,0,0.37,"","",0,0,-18
"2024-08-10 05:00:00","","","",0,0,0,0.36,"","",0,0.01,-18
"2024-08-10 06:00:00","","","",0.04,0.05,0,0.27,"","",0,0.01,45
"2024-08-10 07:00:00","","","",0.17,0.18,0,0.16,"","",0,0.01,162
"2024-08-10 08:00:00","","","",0.75,0.3,0,0.03,"","",0.45,0,270
"2024-08-10 09:00:00","","","",1.19,0.31,0,0.02,"","",0.88,0,279
"2024-08-10 10:00:00","","","",1.23,0.28,0,0.01,"","",0.95,0,252
"2024-08-10 11:00:00","","","",1.38,0.3,0,0.02,"","",1.08,0,270
"2024-08-10 12:00:00","","","",0.5,0.31,0,0.01,"","",0.19,0,279
"2024-08-10 13:00:00","","","",0.31,0.31,0,0.02,"","",0,0,279
"2024-08-10 14:00:00","","","",0.31,0.31,0,0.02,"","",0,0,279
"2024-08-10 15:00:00","","","",0.2,0.31,0,0.03,"","",0,0.11,279
"2024-08-10 16:00:00","","","",0.04,0.31,0,0.02,"","",0,0.27,279
"2024-08-10 17:00:00","","","",0,0.33,0,0.02,"","",0,0.36,297
"2024-08-10 18:00:00","","","",0,0.35,0,0.02,"","",0,0.42,315
"2024-08-10 19:00:00","","","",0,0.35,0,0.02,"","",0,0.42,315
"2024-08-10 20:00:00","","","",0,0.34,0,0.01,"","",0,0.4,306
"2024-08-10 21:00:00","","","",0,0.35,0,0.03,"","",0,0.39,315
"2024-08-10 22:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-08-10 23:00:00","","","",0,0.32,0,0.02,"","",0,0.34,288
"2024-08-11 00:00:00","","","",0,0.24,0,0.15,"","",0,0.29,207
"2024-08-11 01:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-11 02:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-11 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-11 04:00:00","","","",0,0,0,0.35,"","",0,0,-18
"2024-08-11 05:00:00","","","",0,0,0,0.35,"","",0,0.01,-9
"2024-08-11 06:00:00","","","",0.04,0.05,0,0.28,"","",0.01,0.01,36
"2024-08-11 07:00:00","","","",0.19,0.2,0,0.12,"","",0,0.01,180
"2024-08-11 08:00:00","","","",0.72,0.31,0,0.04,"","",0.41,0,279
"2024-08-11 09:00:00","","","",1.21,0.33,0,0.02,"","",0.88,0,297
"2024-08-11 10:00:00","","","",1.38,0.3,0,0.02,"","",1.08,0,270
"2024-08-11 11:00:00","","","",1.34,0.31,0,0.02,"","",1.03,0,279
"2024-08-11 12:00:00","","","",0.44,0.29,0,0,"","",0.15,0,261
"2024-08-11 13:00:00","","","",0.31,0.31,0,0.02,"","",0,0,279
"2024-08-11 14:00:00","","","",0.31,0.31,0,0.02,"","",0,0,279
"2024-08-11 15:00:00","","","",0.09,0.31,0,0.03,"","",0,0.22,279
"2024-08-11 16:00:00","","","",0.02,0.31,0,0.02,"","",0.01,0.3,279
"2024-08-11 17:00:00","","","",0,0.33,0,0.02,"","",0,0.37,297
"2024-08-11 18:00:00","","","",0,0.35,0,0.01,"","",0,0.4,315
"2024-08-11 19:00:00","","","",0,0.34,0,0.02,"","",0,0.4,306
"2024-08-11 20:00:00","","","",0,0.35,0,0.02,"","",0,0.41,315
"2024-08-11 21:00:00","","","",0,0.35,0,0.03,"","",0,0.41,315
"2024-08-11 22:00:00","","","",0,0.36,0,0.02,"","",0,0.41,324
"2024-08-11 23:00:00","","","",0,0.32,0,0.02,"","",0,0.34,288
"2024-08-12 00:00:00","","","",0,0.13,0,0.28,"","",0,0.15,108
"2024-08-12 01:00:00","","","",0,0,0,0.36,"","",0,0,-18
"2024-08-12 02:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-12 03:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-12 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-12 05:00:00","","","",0,0,0,0.35,"","",0,0.01,-18
"2024-08-12 06:00:00","","","",0.01,0.02,0,0.33,"","",0,0.01,18
"2024-08-12 07:00:00","","","",0.08,0.09,0,0.45,"","",0,0.01,81
"2024-08-12 08:00:00","","","",0.83,0.55,0,0.05,"","",0.28,0,495
"2024-08-12 09:00:00","","","",1.27,0.53,0,0.02,"","",0.74,0,477
"2024-08-12 10:00:00","","","",1.47,0.48,0,0.02,"","",0.99,0,432
"2024-08-12 11:00:00","","","",1.55,0.48,0,0.01,"","",1.07,0,432
"2024-08-12 12:00:00","","","",0.96,0.49,0,0.02,"","",0.47,0,441
"2024-08-12 13:00:00","","","",0.5,0.5,0,0.02,"","",0.03,0.03,450
"2024-08-12 14:00:00","","","",0.53,0.57,0,0.03,"","",0.04,0.08,513
"2024-08-12 15:00:00","","","",0.06,0.53,0,0.02,"","",0.01,0.48,477
"2024-08-12 16:00:00","","","",0.02,0.39,0,0.02,"","",0,0.37,351
"2024-08-12 17:00:00","","","",0,0.39,0,0.01,"","",0,0.44,351
"2024-08-12 18:00:00","","","",0,0.39,0,0.02,"","",0,0.44,351
"2024-08-12 19:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-12 20:00:00","","","",0,0.35,0,0.03,"","",0,0.42,315
"2024-08-12 21:00:00","","","",0,0.36,0,0.02,"","",0,0.41,324
"2024-08-12 22:00:00","","","",0,0.35,0,0.02,"","",0,0.4,315
"2024-08-12 23:00:00","","","",0,0.03,0,0.35,"","",0,0.05,18
"2024-08-13 00:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-13 01:00:00","","","",0,0,0,0.39,"","",0,0,-9
"2024-08-13 02:00:00","","","",0,0,0,0.39,"","",0,0,-18
"2024-08-13 03:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-13 04:00:00","","","",0,0,0,0.38,"","",0,0,-18
"2024-08-13 05:00:00","","","",0,0,0,0.36,"","",0,0.01,-9
"2024-08-13 06:00:00","","","",0.02,0.03,0,0.29,"","",0,0.01,27
"2024-08-13 07:00:00","","","",0.11,0.12,0,0.37,"","",0,0.01,108
"2024-08-13 08:00:00","","","",0.83,0.58,0,0.06,"","",0.25,0,522
"2024-08-13 09:00:00","","","",1.19,0.57,0,0.02,"","",0.62,0,513
"2024-08-13 10:00:00","","","",1.37,0.56,0,0.01,"","",0.81,0,504
"2024-08-13 11:00:00","","","",1.43,0.57,0,0.02,"","",0.86,0,513
"2024-08-13 12:00:00","","","",1.45,0.56,0,0.02,"","",0.89,0,504
"2024-08-13 13:00:00","","","",0.55,0.47,0,0.01,"","",0.11,0.03,423
"2024-08-13 14:00:00","","","",0.41,0.48,0,0.03,"","",0,0.07,432
"2024-08-13 15:00:00","","","",0.17,0.52,0,0.02,"","",0,0.35,468
"2024-08-13 16:00:00","","","",0.02,0.49,0,0.02,"","",0,0.47,441
"2024-08-13 17:00:00","","","",0,0.46,0,0.02,"","",0,0.52,414
"2024-08-13 18:00:00","","","",0,0.39,0,0.02,"","",0,0.45,351
"2024-08-13 19:00:00","","","",0,0.35,0,0.02,"","",0,0.43,315
"2024-08-13 20:00:00","","","",0,0.34,0,0.03,"","",0,0.37,306
"2024-08-13 21:00:00","","","",0,0.34,0,0.02,"","",0,0.41,306
"2024-08-13 22:00:00","","","",0,0.34,0,0.02,"","",0,0.39,306
